emp_no,first_name,last_name,gender,hire_date,salary,salary_from
15507,Mikhail,Luff,M,1988-08-07,86709,2001-08-04
16651,Huiqun,Marrakchi,F,1986-09-14,86709,2001-08-22
13092,Kersti,Bergere,F,1992-07-17,86691,2002-05-14
12250,Kerhong,Aloia,F,1991-04-25,86686,2002-04-22
17628,Saeko,Besselaar,M,1986-03-20,86682,2002-03-16
16927,Udaiprakash,Zaiane,F,1989-04-18,86656,2002-04-15
10069,Margareta,Bierman,F,1989-11-05,86641,2002-06-12
11504,Saeed,Ananiadou,F,1990-09-30,86629,2001-09-27
16923,Ramachenga,Kroll,M,1985-04-26,86554,2002-04-17
14603,Lech,Marquardt,M,1986-01-19,86553,2002-01-15
13419,Bouchung,Leivant,F,1991-12-01,86544,2002-05-24
11303,Jaewoo,Usery,M,1986-11-05,86521,2001-11-01
17312,JoAnne,Cappelletti,M,1985-04-07,86520,2002-04-03
17929,Nigel,Cusworth,F,1991-01-11,86520,2002-01-08
15833,Magy,Pettit,M,1985-12-16,86498,2001-12-12
10439,Jolita,Jarecki,M,1990-01-11,86481,2002-04-29
11287,Sreenivas,Farrag,M,1987-08-12,86470,2001-08-08
15761,Ipke,Gulik,M,1994-09-17,86470,2002-04-05
11441,Marlo,Aingworth,M,1987-03-27,86456,2002-03-23
10431,Patricio,Bugrara,M,1987-10-08,86445,2001-10-04
14558,Saeed,Vanwelkenhuysen,F,1989-05-17,86442,2002-03-15
15534,Guozhong,Grabner,F,1987-05-06,86437,2002-05-02
13962,Maris,Ghelli,M,1985-05-17,86434,2001-10-24
12954,Dinkar,Walston,M,1986-05-08,86433,2002-05-04
15369,Premal,Penttonen,F,1987-04-07,86426,2001-08-19
15836,Christophe,Sewelson,F,1985-12-05,86423,2001-12-01
17937,Padma,Asser,M,1988-06-02,86409,2001-09-04
10623,Aleksander,Danlos,F,1987-03-07,86399,2002-01-12
11640,Valeri,Coorg,M,1987-01-18,86398,2001-09-23
15331,Guther,Legleitner,F,1992-09-20,86396,2002-07-24
14189,Nahla,Tsukuda,F,1991-02-02,86393,2002-02-24
15566,Baoqiu,Azuma,M,1988-04-11,86385,2002-04-08
13599,Gor,Versino,M,1988-12-19,86356,2001-11-10
15969,Pranav,Masand,M,1991-09-27,86355,2001-09-24
15131,Mabhin,Speckmann,M,1993-03-04,86354,2002-03-02
12026,Moon,Pleszkun,M,1987-09-29,86350,2002-07-05
15414,Ramalingam,Rosti,M,1995-09-02,86338,2001-08-31
18019,Mads,Setiz,M,1997-11-05,86335,2002-03-16
16700,Shigeu,Moffat,M,1994-04-26,86327,2002-04-24
15046,Marin,Prochazka,F,1987-03-07,86298,2002-03-03
13195,Toshiki,Baak,M,1986-03-02,86293,2002-02-26
17513,Spyrose,Barreiro,F,1997-05-08,86279,2001-10-31
15930,Mong,Vieth,F,1990-06-15,86241,2001-09-22
15313,Martijn,Baig,M,1995-03-06,86239,2002-03-04
12589,Anoosh,Chleq,M,1988-09-08,86236,2001-09-05
15486,Mariangiola,Zhang,F,1989-02-20,86236,2002-02-17
11823,Weiyi,Iacovou,M,1995-10-23,86221,2001-10-21
18166,Yucai,Murthy,M,1986-06-30,86204,2001-09-17
10864,Elliott,Spieker,F,1985-09-04,86188,2001-09-21
11059,Shawna,Jarecki,F,1986-11-17,86161,2001-11-13
12957,Michaela,Worfolk,M,1985-10-14,86153,2002-02-02
12655,Herb,Ramaiah,M,1985-12-12,86140,2001-12-08
18075,Lein,Goodrum,M,1986-02-22,86140,2002-02-18
14201,Chirstian,Carrere,F,1991-07-26,86102,2002-06-29
15922,Khue,Czap,F,1996-10-14,86098,2001-10-13
16289,Muzhong,Rahimi,M,1995-06-23,86098,2002-06-21
10291,Dipayan,Seghrouchni,M,1986-09-29,86090,2002-03-26
12186,Guther,Nooteboom,F,1989-10-30,86072,2002-01-22
10331,Arto,Binkley,M,1985-04-06,86063,2001-10-25
16574,Nevio,Penz,M,1990-08-23,86054,2001-08-03
15170,Mana,Bale,M,1986-09-18,86041,2002-04-13
14756,Mohua,Plesums,M,1992-12-10,86033,2001-12-08
10552,Kazuhito,Shiratori,M,1998-08-18,86030,2001-08-30
14342,Hairong,Iacovou,M,1989-02-16,86030,2002-07-16
13890,Marin,Antonisse,F,1985-11-30,86014,2001-11-26
10675,Ymte,Waschkowski,F,1991-11-05,85978,2002-01-31
16231,Cheong,Masamoto,M,1986-01-09,85974,2002-01-05
13028,Mayumi,Siksek,M,1985-10-28,85949,2001-10-24
11990,Chanjung,Matheson,M,1988-09-05,85930,2001-09-02
13065,Zine,Schiper,M,1992-01-27,85921,2002-01-24
17384,Youngkon,Nooteboom,M,1985-11-02,85889,2002-04-01
12098,Pranay,Eugenio,M,1991-01-21,85883,2002-01-18
14413,Shim,Masand,M,1985-06-13,85878,2002-06-09
16889,Arve,Pardalos,M,1989-08-03,85878,2002-07-31
10741,Sven,Huttel,F,1989-01-06,85872,2002-01-03
13998,Changho,Fujisaki,M,1985-06-05,85872,2002-06-01
18122,Yuguang,Ghazalie,M,1985-12-17,85869,2002-02-01
17474,Serenella,Baik,F,1990-06-03,85867,2002-05-31
11128,Shunichi,Pusterhofer,F,1988-10-04,85866,2001-10-01
11105,Holgard,McAlpine,M,1990-01-13,85860,2002-01-10
15047,Tayeb,Chaudhuri,M,1991-12-16,85854,2001-12-13
14501,Taizo,Kroft,M,1987-06-09,85841,2001-11-17
12894,Heng,Stafford,M,1992-09-28,85838,2001-09-26
15403,Hailing,Stavenow,M,1990-03-02,85837,2002-02-27
18180,Adam,Murtafg,M,1986-03-02,85828,2002-02-26
15602,Annemarie,Picel,F,1990-07-27,85812,2002-07-24
16068,Leandro,Zongker,M,1986-09-21,85800,2001-12-14
12746,Heekeun,Lunn,F,1991-07-08,85799,2002-07-05
13251,Otilia,Lakshmanan,F,1992-05-24,85796,2002-05-22
10308,Dzung,Holburn,F,1992-12-29,85789,2001-12-27
10371,Ioana,Kirkerud,M,1989-11-28,85789,2001-11-25
17777,Sanjay,Tasistro,M,1987-06-17,85764,2002-06-13
17388,Jianhao,Michaels,M,1991-08-20,85757,2002-03-01
14963,Masali,Gire,M,1988-12-27,85752,2001-12-24
18010,Aksel,Kropp,F,1985-12-25,85750,2001-12-21
15147,Kwangyoen,Pesch,M,1985-07-31,85739,2002-07-27
10517,Tiina,Speek,M,1990-12-25,85728,2001-12-22
13291,Georg,Stamatiou,M,1986-10-30,85727,2001-10-26
17159,Quingbo,Mitchem,F,1987-10-22,85722,2001-10-18
16120,Domenico,Harllee,F,1991-08-14,85720,2002-03-01
11182,Tze,Steinauer,M,1987-08-31,85700,2001-08-27
10254,Shen,Brattka,M,1990-06-14,85691,2002-06-11
12208,Bartek,Passino,F,1985-11-20,85684,2002-02-04
10249,Marie,Boreale,M,1991-12-08,85676,2001-12-05
15563,Constantino,Zykh,M,1987-04-08,85674,2002-04-03
17498,Dante,Vieth,F,1992-01-25,85670,2002-01-22
12069,Ayonca,Burnard,M,1985-05-13,85650,2002-05-09
15726,Zhilian,Parascandalo,M,1985-07-03,85649,2001-08-27
14741,Dinkar,Menyhert,M,1993-02-28,85638,2002-02-26
18045,Zengping,Wendorf,M,1987-06-12,85634,2002-06-08
12872,Marl,Schmittgen,F,1986-09-09,85624,2001-09-05
17280,Xuejia,Merle,F,1986-07-25,85624,2002-01-01
13068,Aksel,Magalhaes,F,1986-07-18,85590,2002-07-14
16660,Xiong,Tasistro,F,1985-07-28,85586,2002-07-24
16735,Yechiam,Schaaf,M,1987-04-10,85579,2001-08-07
12079,Michaela,Suwa,F,1985-12-09,85541,2001-12-05
13744,Hisao,Quittner,M,1989-09-14,85537,2001-12-21
15076,Makato,Shobatake,F,1989-06-28,85508,2002-06-25
12261,Udi,Hardjono,F,1988-12-27,85505,2002-04-15
13289,Berni,Baer,F,1987-09-24,85488,2001-09-20
16024,Masaru,Mellouli,F,1985-05-02,85466,2002-04-28
10372,Anneli,Frijda,F,1985-07-30,85455,2002-07-26
16820,Baruch,Mawatari,F,1993-04-03,85444,2002-04-01
16357,Arve,Perl,M,1988-09-11,85442,2001-09-08
12940,Odinaldo,Farrar,F,1987-12-12,85425,2001-12-08
13676,Gadiel,Avouris,M,1990-11-07,85424,2001-11-04
10964,Takushi,Bolsens,F,1990-10-11,85414,2002-05-02
11046,Jixiang,Verhaegen,F,1994-01-21,85410,2002-01-19
15915,Freyja,Rahimi,F,1987-03-22,85372,2002-03-18
12689,Luerbio,Boudaillier,M,1987-04-12,85369,2001-11-21
17910,Jianwen,Nooteboom,F,1991-01-24,85360,2002-01-21
14339,Hatem,Fiebach,M,1989-11-21,85341,2001-11-18
15090,Collette,Copas,M,1986-05-18,85326,2001-08-27
16861,Moon,Akaboshi,F,1985-12-14,85326,2001-12-10
11001,Baziley,Buchter,F,1987-02-23,85295,2002-02-19
16398,Limsoon,Krzyzanowski,M,1988-11-07,85288,2002-07-29
11139,Bogdan,Homond,F,1985-12-24,85274,2002-05-08
13990,Deborah,Schapiro,F,1987-10-30,85263,2002-06-07
14764,Ronghao,Callaway,F,1988-05-10,85240,2002-05-07
16658,Florian,Soicher,M,1986-01-18,85228,2002-01-14
14938,King,Mitina,M,1986-04-30,85226,2002-04-26
17237,Takahiro,Schaap,M,1986-09-29,85219,2001-09-25
14975,Masadi,Kinley,F,1987-10-28,85215,2002-03-03
12446,Xiaoqiang,Keustermans,M,1987-11-06,85189,2001-11-02
11623,Becky,Jullig,M,1990-03-05,85171,2002-03-02
12969,Mohan,Angot,F,1989-11-16,85152,2002-02-02
14781,Huican,Rissland,F,1986-07-13,85141,2002-07-09
11874,Baoqiu,Motley,M,1995-07-27,85133,2002-06-09
13435,Moto,Businaro,F,1985-11-10,85129,2001-11-06
13588,Xuejia,Dahlbom,F,1989-12-27,85128,2002-07-24
16739,Insup,Morris,F,1985-05-09,85119,2002-05-05
17483,Sudhanshu,Zolotykh,F,1989-09-05,85109,2001-09-02
16910,Kazunori,Botman,M,1986-05-29,85103,2002-05-25
17979,Bokyung,Hedayat,M,1990-05-14,85097,2001-11-07
11540,Chanjung,Portugali,M,1993-02-09,85088,2002-07-01
10400,Ortrud,Nitto,M,1993-10-17,85083,2001-10-15
16347,Vasilii,Yurov,M,1996-04-26,85080,2002-04-25
14397,Feixiong,Hardjono,F,1993-08-05,85071,2001-08-03
13531,Shuichi,Sluis,M,1986-01-04,85059,2001-12-31
14136,Vasilii,Chappelet,F,1986-05-06,85044,2002-05-02
15888,Salvador,Zumaque,M,1987-08-07,85028,2001-08-03
12123,Xiahua,Syrzycki,F,1987-07-18,85026,2002-07-14
10980,Filipp,Munawer,M,1989-01-04,85016,2002-01-01
10671,Parviz,Rebaine,M,1987-01-08,85001,2001-09-12
13115,Jianhua,Comellas,F,1995-08-21,85000,2001-08-19
12723,Arvin,Baez,M,1986-06-14,84977,2002-06-10
10412,Masoud,Fabrizio,F,1986-05-06,84971,2001-11-18
15151,Urs,Pouyioutas,F,1987-07-24,84970,2001-12-27
14414,Constantine,Farrar,M,1989-01-07,84962,2002-01-04
14041,Shan,DeMori,F,1987-12-22,84954,2001-12-18
15355,Hisao,Yurov,M,1987-10-09,84953,2001-10-05
16049,Bojan,Siepmann,F,1992-05-31,84941,2002-05-29
16831,Saeed,Trelles,F,1990-01-18,84919,2002-01-15
13785,Shietung,Legleitner,F,1997-06-04,84903,2002-07-10
17457,Chaoyi,Skrikant,M,1991-01-03,84901,2001-12-31
12964,Hidefumi,Bennis,F,1993-10-24,84870,2001-10-22
14823,Debaprosad,Grabner,M,1985-04-01,84864,2002-07-02
15553,Zdislav,Pardalos,M,1990-03-29,84843,2002-03-26
11019,Leon,Huttel,M,1985-02-04,84841,2002-05-22
10849,Makato,Mayerwieser,M,1995-06-25,84839,2002-06-23
12331,Kotesh,Setia,F,1992-12-01,84829,2001-10-15
14460,Yagil,Lueh,F,1988-01-23,84828,2002-01-19
13540,Cordelia,Krohn,M,1994-12-06,84817,2001-09-15
15257,Ishfaq,Schauser,F,1987-09-16,84816,2001-09-12
14016,Shimshon,Alencar,M,1986-06-23,84791,2001-08-09
11467,Seshu,Bazelow,F,1993-06-16,84783,2002-06-14
17689,Sanjay,Clemencon,M,1990-04-15,84783,2002-04-12
11855,Hilari,Janetzko,F,1991-12-24,84770,2002-07-18
17307,Paris,DeMori,M,1989-06-17,84769,2002-06-14
14847,Matk,Perng,M,1985-07-06,84768,2001-09-05
11040,Cristinel,Denna,F,1988-01-22,84752,2002-01-18
16152,Ewing,Zuberek,M,1989-01-09,84750,2002-01-06
14242,Sudhanshu,Benaini,F,1985-06-27,84725,2002-06-23
10590,Yongqiao,Kalloufi,M,1986-04-09,84721,2002-04-04
14065,Bikash,Stanger,M,1990-01-16,84717,2002-01-13
11757,Jackson,Meriste,F,1987-04-07,84714,2002-04-02
16135,Parke,Morris,M,1989-11-06,84711,2001-11-03
18108,Sanjai,Genin,M,1985-05-16,84703,2001-09-12
16639,Zhiguo,Melter,F,1986-12-16,84686,2001-12-12
10593,Falguni,Kenevan,M,1990-09-12,84683,2001-09-09
10018,Kazuhide,Peha,F,1987-04-03,84672,2002-03-30
12687,Weicheng,Badache,M,1996-05-24,84628,2002-04-11
12160,Aamer,Garrabrants,M,1989-09-19,84618,2001-09-16
15247,Ugo,Mungall,M,1994-09-14,84606,2001-09-12
12767,Ingemar,Sundgren,F,1987-02-07,84601,2002-02-03
13027,Paraskevi,Kohling,M,1992-01-23,84596,2002-01-20
12698,Arunas,Paciorek,F,1988-11-02,84566,2002-05-23
17993,Khue,Rando,M,1985-08-21,84558,2001-08-17
10497,Pramod,Rabehasaina,M,1992-01-22,84550,2002-01-19
14479,Thodoros,Suessmith,M,1986-06-14,84546,2001-11-24
17476,Mingsen,Gelosh,M,1989-08-04,84532,2002-08-01
14283,Rimli,Kowalchuk,M,1996-08-31,84523,2001-11-25
11741,Valeri,Vigier,F,1989-02-04,84493,2002-02-01
16821,Heather,Czap,F,1994-04-24,84493,2001-08-28
14515,Kazuhisa,Versino,F,1988-07-15,84476,2002-02-16
12466,Cullen,Nations,F,1994-02-19,84432,2002-02-17
17318,Shunichi,Iwayama,M,1985-04-23,84430,2002-04-19
13117,Arve,Masand,M,1989-07-26,84424,2002-06-07
15722,Tesuro,Giaccio,M,1987-12-17,84424,2001-12-13
18058,Naraig,Brobst,M,1985-03-07,84423,2001-10-04
14935,Francoise,Kaltofen,M,1993-11-20,84402,2002-02-19
12292,Wuxu,Farrar,F,1989-01-05,84400,2002-01-02
10536,Yechiam,Sambasivam,F,1988-03-25,84392,2001-10-04
13563,Valter,Pashtan,M,1987-04-17,84392,2002-04-13
12764,Valeri,Menhoudj,M,1988-01-24,84391,2002-01-20
12682,Isamu,Honiden,M,1987-07-11,84372,2002-07-07
16693,Chenyi,Bojadziev,F,1990-01-12,84348,2002-01-09
14362,Michaela,Kleiser,F,1986-09-30,84312,2001-09-26
12223,Niteen,Koyama,F,1986-08-13,84309,2001-08-09
15991,Radhia,Barbanera,M,1991-11-11,84306,2001-11-08
12280,Lidong,Eiter,M,1985-02-27,84279,2002-02-23
13455,Hatem,Rotem,F,1989-11-26,84279,2001-11-23
12893,Licheng,Crouzet,M,1987-03-18,84247,2002-03-14
16172,Ziya,Pocchiola,M,1986-12-05,84246,2001-12-01
17905,Wuxu,Vilarrasa,M,1985-02-11,84229,2002-02-07
14163,Arie,Hoppenstand,M,1995-04-27,84203,2002-04-25
15721,Perla,Denis,M,1987-04-28,84190,2002-04-24
15760,Gaetan,Bondorf,M,1993-01-31,84173,2002-04-10
16150,Irena,Crooks,F,1993-01-07,84149,2002-01-05
12215,Billie,Ecklund,F,1991-05-24,84143,2002-06-16
15330,Jaroslava,Chinal,M,1988-05-30,84141,2002-05-27
11802,Katsuo,Benzmuller,F,1988-04-12,84127,2002-04-09
10878,Lakshmi,Deville,M,1988-02-25,84104,2002-04-24
15300,Jeong,Codenie,F,1993-11-06,84101,2001-09-20
10992,Zhensheng,Juneja,M,1988-08-01,84076,2002-04-26
14086,Willard,Syrotiuk,F,1993-05-21,84076,2002-05-19
12390,Kwangsub,Kilgour,M,1996-12-29,84061,2002-07-08
10873,Sukumar,Wegerle,M,1994-03-23,84060,2002-03-21
15687,Dekang,Ambroszkiewicz,M,1986-12-09,84060,2002-02-10
12037,Arunas,Katzenelson,M,1986-10-01,84059,2001-09-27
13454,Krisda,Jeansoulin,M,1989-12-24,84046,2001-12-21
16257,Zhenhua,Masaki,F,1995-01-09,84032,2002-01-07
15109,Shim,Beutelspacher,F,1988-09-03,84014,2001-08-31
17836,Nectarios,Merle,F,1990-07-25,84012,2002-07-22
15780,Chinhyun,Ramamoorthy,M,1987-04-02,84011,2002-03-29
13097,Xuedong,Munke,F,1996-01-22,84004,2002-01-20
18138,Moni,Baezner,M,1985-08-05,84003,2002-08-01
10874,Mahmut,Borstler,M,1986-04-22,84001,2002-04-18
13273,Alagu,Iacovou,M,1989-08-16,83993,2001-08-13
15593,Jaihie,Gips,M,1996-09-01,83988,2001-08-31
15648,Shaunak,Suppi,M,1985-07-20,83982,2002-07-16
15285,Yurii,Veeraraghavan,M,1986-01-03,83981,2001-12-30
15502,Susanne,Rahier,F,1989-04-15,83977,2002-05-11
16558,Jiong,Eppinger,M,1992-12-08,83974,2002-05-15
12236,Ebbe,Thambidurai,F,1987-06-08,83973,2002-06-04
12065,Moto,Roohalamini,M,1987-06-18,83968,2002-06-14
11284,Bernice,Felcyn,M,1985-04-25,83956,2002-04-21
17679,Khalid,Terlouw,M,1987-04-02,83936,2001-08-17
11878,Oldrich,Henders,F,1990-03-20,83926,2002-03-17
11416,Zijian,Oxman,M,1987-09-21,83922,2001-09-17
10133,Giri,Isaak,M,1985-12-15,83921,2001-12-11
16252,Carrsten,Mattern,F,1988-07-10,83917,2002-07-07
17583,Jaroslava,Eugenio,M,1988-06-16,83911,2002-05-06
11159,Becky,Schlenzig,F,1986-08-31,83904,2002-05-10
17121,Thanasis,Lorys,F,1988-01-18,83870,2002-01-14
16620,Arco,Basagni,M,1986-10-27,83867,2002-07-18
15210,Apostol,Peot,F,1990-07-02,83816,2001-11-18
16087,Yurij,Adachi,M,1987-11-22,83808,2001-11-18
15812,Luise,Braunmuhl,M,1989-03-19,83803,2002-05-09
16002,Shigeu,Coullard,M,1985-06-16,83802,2002-06-12
13833,Sumali,Grospietsch,F,1986-09-23,83791,2001-09-19
13736,Pranas,Albarhamtoshy,M,1996-05-28,83783,2002-04-02
16945,Ramzi,McConalogue,M,1985-06-13,83760,2002-02-10
13120,Kerryn,Pews,M,1992-11-03,83743,2001-11-01
16061,Sverrir,Luan,M,1985-07-12,83729,2002-07-08
13522,Jaewon,Vingron,M,1990-09-04,83720,2002-05-31
16511,Visit,McFarlin,M,1991-05-08,83704,2002-05-05
15512,Mitsuyuki,Waymire,M,1990-10-01,83684,2001-09-28
13466,LiMin,Yoshizawa,M,1994-02-07,83609,2001-11-05
15394,Limsoon,Plessier,F,1990-05-03,83590,2002-06-27
10367,Hyuckchul,Gini,M,1991-06-24,83569,2002-06-21
13093,Sajjan,Unno,M,1995-04-01,83545,2001-09-17
11746,Koichi,Marrakchi,F,1988-11-17,83529,2001-11-14
14529,Murthy,Covnot,M,1995-05-01,83517,2002-04-29
18053,Takahito,Turnbull,M,1986-10-08,83505,2001-10-04
12014,Apostol,Lunt,M,1987-08-09,83503,2001-10-08
12575,Sadok,Merel,M,1989-11-01,83501,2001-11-30
12929,Odysseas,Hiraishi,M,1988-05-24,83496,2002-02-12
15092,Remmert,Bahi,F,1985-08-12,83480,2002-05-22
12823,Pranav,Lanteri,F,1985-05-11,83476,2002-05-07
10188,Christ,Muchinsky,F,1987-08-27,83455,2001-08-23
11875,Luisa,Sambasivam,F,1992-07-25,83432,2002-07-23
14607,Suzette,Selvestrel,M,1987-03-03,83430,2002-06-24
10845,Hidde,Tasistro,F,1988-06-30,83424,2002-01-24
12641,Idoia,Azuma,F,1993-05-01,83420,2002-04-29
12975,Katsuyuki,Dulli,F,1988-12-04,83390,2001-12-01
11050,Elvis,Katiyar,M,1986-05-06,83373,2002-05-02
16358,Rildo,Prenel,F,1989-07-16,83366,2002-07-13
10863,Byong,Bhattacharjee,M,1985-12-25,83361,2001-12-21
12124,Jingling,Schaaf,M,1986-06-29,83350,2002-07-11
13641,Chandrasekaran,Georgatos,F,1986-12-16,83349,2001-12-12
15045,Marco,Luby,M,1986-05-14,83348,2002-05-10
15154,Fumino,Baranowski,M,1989-03-09,83346,2002-03-06
16781,Emdad,Cangellaris,F,1985-10-15,83308,2001-10-11
11430,Georgi,Klassen,M,1996-02-27,83306,2002-07-05
13527,Bikash,Chaudhuri,F,1988-08-28,83304,2001-08-25
11085,Hailing,Thummel,M,1986-11-27,83301,2002-02-08
14458,Minghong,Linares,F,1994-04-25,83297,2002-04-23
10814,Nidapan,Dymetman,F,1993-07-17,83290,2002-07-15
15393,Fumitaka,Itzigehl,F,1992-11-25,83289,2001-11-23
15965,Gudjon,Braccini,M,1986-03-24,83279,2001-11-09
12171,Tremaine,Papastamatiou,M,1987-12-30,83268,2002-01-11
10067,Claudi,Stavenow,M,1987-03-04,83254,2002-02-28
16731,Domenico,Versino,M,1986-04-15,83219,2002-04-11
11819,Shigeo,Lampe,F,1987-07-07,83213,2002-07-03
13749,Ennio,Azevdeo,M,1988-06-06,83206,2002-06-09
12542,Kazuhide,Bouloucos,F,1987-09-12,83203,2001-09-08
13042,Vishu,Birdsall,F,1985-11-23,83194,2002-03-24
11360,Fen,Schach,M,1989-01-12,83190,2002-01-09
16750,Alejandro,Hinsberger,F,1992-05-19,83190,2002-05-17
13758,Subhrajyoti,Sidou,M,1992-12-23,83188,2002-05-10
15336,Ewing,Gips,F,1991-03-26,83183,2002-03-23
11937,Zissis,Baba,M,1996-04-19,83150,2002-04-18
11244,Navin,Restivo,F,1985-06-08,83132,2002-06-04
11168,Shmuel,Tetzlaff,F,1996-07-15,83123,2002-07-14
17761,Adin,Matheson,F,1986-09-17,83118,2001-09-13
14747,Toong,Leppanen,M,1986-02-01,83112,2002-05-26
12626,Gill,Comyn,F,1990-09-25,83089,2001-09-22
17454,Masaru,Baezner,F,1985-05-26,83083,2002-05-22
11356,Hercules,Gerlach,M,1985-10-26,83067,2001-12-01
16546,Sangeeta,Lanphier,M,1986-03-16,83055,2002-03-12
18044,Djenana,Besselaar,M,1993-09-26,83054,2001-09-24
15980,Bernardo,Kakkad,F,1992-10-21,83041,2001-10-19
10813,Shalesh,Shumilov,M,1990-04-27,83035,2002-04-24
12083,Irena,Quadeer,M,1989-10-29,83035,2001-10-13
11346,Jungsoon,Fiebach,M,1988-10-27,83012,2002-06-09
14416,Bouchung,Caine,M,1987-01-22,82948,2002-06-19
11525,Tadahiro,Huttel,M,1988-11-03,82937,2001-10-31
16933,Lokesh,Pardalos,M,1993-10-30,82917,2001-08-29
14644,Yefim,Oxman,F,1992-05-13,82906,2002-05-11
10239,Nikolaos,Llado,F,1995-05-08,82905,2002-05-03
16140,Shao,Bernini,F,1991-08-10,82890,2002-03-02
13732,Danae,Hutter,M,1986-02-12,82889,2002-02-08
12115,Moni,Candan,M,1985-03-19,82881,2002-03-15
14619,Debaprosad,Lukaszewicz,M,1996-11-01,82881,2002-05-09
13306,Wanqing,Granlund,M,1989-01-02,82878,2001-12-30
11815,Akemi,Sommen,M,1986-04-12,82867,2002-04-08
14421,Ekawit,Bharadwaj,F,1995-12-24,82854,2001-12-22
17435,Susanna,Merey,F,1985-03-23,82854,2002-07-23
10106,Eben,Aingworth,M,1990-12-19,82836,2001-10-24
15480,Kwok,Trogemann,M,1985-04-07,82836,2002-04-26
14853,Taiji,Nergos,F,1988-03-07,82831,2002-03-04
11092,Narain,Stamatiou,M,1992-03-30,82823,2002-04-03
14989,Shalesh,Marzano,M,1986-03-18,82823,2002-03-14
15227,Bernd,Schusler,M,1993-03-15,82812,2002-03-13
12533,Tamiya,Lowrie,F,1987-07-13,82808,2002-07-09
17021,Shan,Mukaidono,F,1987-11-10,82805,2001-11-06
12395,Sanjit,Felder,M,1988-02-04,82772,2002-06-03
13866,Macha,Fargier,F,1995-05-23,82757,2001-12-24
14129,Kitty,Steenbeek,M,1988-07-24,82756,2002-07-21
16985,Taiji,Lupu,F,1985-11-26,82742,2001-11-22
11458,Stevo,Chenoweth,F,1985-10-06,82731,2001-10-02
10093,Sailaja,Desikan,M,1996-11-05,82715,2002-06-07
13272,Arun,Jiang,F,1985-03-10,82712,2002-03-06
13742,Radoslaw,Muniz,M,1987-10-14,82680,2002-06-30
14804,Danai,Erev,M,1990-06-11,82676,2002-06-08
17535,Eishiro,Rouquie,M,1985-09-28,82672,2001-09-24
17925,Adamantios,Baezner,F,1987-03-09,82653,2002-03-05
15161,Sushant,Sanella,F,1992-12-05,82641,2001-12-03
16429,Mitsuyuki,Gulak,M,1996-05-02,82637,2002-05-01
10640,Anneke,Meszaros,M,1992-12-04,82631,2001-12-02
15651,Huan,Iwayama,F,1985-11-22,82628,2001-11-18
12750,Yifei,Borstler,M,1990-08-13,82589,2002-06-30
15998,Urs,Speel,M,1988-02-13,82583,2002-07-19
16030,Pranas,Hiroyama,M,1991-09-09,82583,2002-03-28
13331,Etsuo,Malinowski,F,1988-01-18,82574,2002-01-14
11822,Sastry,Madeira,F,1989-05-26,82571,2002-07-06
12244,Annemarie,Harllee,M,1987-01-28,82552,2002-01-24
10471,Jouko,Yamaashi,M,1990-11-18,82545,2001-11-15
14765,Maria,Montemayor,F,1987-06-24,82538,2002-06-20
14677,Herbert,Sifakis,M,1987-02-12,82537,2002-02-08
12003,Luise,McFarlan,M,1992-11-20,82535,2001-11-18
12473,Charlene,Granlund,F,1989-05-21,82514,2001-08-14
14527,Arne,Kroha,F,1993-01-11,82508,2001-08-18
17051,Jenwei,Hedayat,F,1985-04-29,82503,2002-05-15
12996,Khalil,Madeira,F,1992-07-14,82501,2001-08-24
11849,Chenye,Homond,M,1991-08-27,82498,2001-08-24
16366,Siamak,Malinowski,M,1991-10-17,82496,2001-12-29
16233,Sushant,Baba,M,1987-03-24,82467,2002-03-20
14239,Martijn,Wallrath,M,1989-10-16,82464,2001-10-13
15460,Mohit,Gerteisen,M,1988-01-25,82457,2002-01-21
14881,Demos,Mateescu,F,1992-09-06,82453,2001-09-03
16173,Adhemar,Ranka,M,1989-06-23,82450,2002-06-20
14384,Tomofumi,Holburn,F,1988-02-13,82437,2002-02-09
15023,Sumant,Dredge,M,1989-07-05,82437,2002-07-02
11483,Zine,Mateescu,M,1993-12-02,82435,2002-03-05
13070,Mohammad,Sridhar,M,1988-10-23,82410,2001-10-17
15759,Arie,Knightly,M,1988-07-15,82406,2001-12-02
17996,Oguz,Rahimi,M,1989-09-16,82401,2001-09-13
16553,Jianhao,Halevi,M,1988-04-20,82396,2002-06-19
12341,Rasiah,Luga,M,1985-05-25,82393,2002-05-21
18015,Zhaofang,Munck,M,1991-10-29,82386,2001-10-26
12865,Katsuyuki,Rothe,M,1994-02-14,82358,2002-02-12
15672,Chenyi,Motley,M,1988-12-31,82328,2002-05-19
17182,Mayuri,Strooper,M,1985-03-16,82313,2002-03-12
16266,Mikhail,Sethi,M,1985-10-25,82297,2001-10-21
11304,Rajmohan,Azadmanesh,F,1991-09-10,82290,2001-09-07
12369,Sanjoy,Giaccio,M,1987-04-19,82290,2002-04-15
15035,Sanjai,Kranzdorf,F,1985-08-22,82283,2001-08-18
11075,Karsten,Belinskaya,F,1996-10-29,82282,2002-05-05
14489,Khue,Lanzelotte,F,1994-06-30,82269,2001-12-01
16122,Mitchel,Rodham,F,1989-06-12,82268,2002-06-09
11026,Heon,Ossenbruggen,M,1991-11-08,82252,2001-11-05
18159,Jenwei,Erde,M,1988-07-16,82252,2002-04-04
